GeoFips,GeoName,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2022:Q1
0,United States,13782978.7,13937105.4,13907136.3,14386163.6,14010895.7,14150636.3,14240498.3,14354881.7,14616124.9,14868196.5,15092376.4,15301410.1,15492551.5,15635102.7,15753647.9,15843629.9,15913193.5,15998876.7,16148669,16310112.9,16550511.4,16736270.1,16925356.4,17167974.1,17383520.8,17573877.4,17795581.2,17971656.6,21237207.4
